image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2359937,a bathroom with a toilet and tub; the tub has a curtian,7,4,3,0,1,"['a bathroom with a toilet and tub; the tub lack a curtian', 'a bathroom with a toilet and tub; the tub refuse a curtian', 'a bathroom with a toilet and tank; the tub has a curtian', 'a bathroom with a cupboard and tub; the tub has a curtian', 'a bathroom with a kitchen and tub; the tub has a curtian']",1.0,0.0,498.0,375.0
2359941,an airplane in the sky with pilot windows and wheels,7,4,3,0,1,"['an airplane around the sky with pilot windows and wheels', 'an airplane in the sky with pilot windows and carousel', 'an glider in the sky with pilot windows and wheels', 'an drone in the sky with pilot windows and wheels', 'an airplane across the sky with pilot windows and wheels']",4.0,2.0,480.0,326.0
2359943,a woman with glasses on her face and another glasses,7,4,3,0,1,"['a woman with steel on her face and another glasses', 'a woman with glasses on her hair and another glasses', 'a teenager with glasses on her face and another glasses', 'a woman with glasses on her forehead and another glasses', 'a woman with brand on her face and another glasses']",219.0,142.0,215.0,347.0
2359948,"an onion and an another onion on a counter, with a sink on the counter",7,4,3,0,1,"['an onion and an another onion on a counter, with a can on the counter', 'an onion and an another onion on a bench, with a sink on the counter', 'an limb and an another onion on a counter, with a sink on the counter', 'an onion and an another onion on a stool, with a sink on the counter', 'an sugarcane and an another onion on a counter, with a sink on the counter']",0.0,0.0,497.0,328.0
2359954,planes in the sky with a logo and trails behind them,7,4,3,0,1,"['planes in the sky with a logo and steps behind them', 'planes in the helium with a logo and trails behind them', 'planes in the sky with a tag and trails behind them', 'planes in the sky with a ticket and trails behind them', 'planes over the sky with a logo and trails behind them']",1.0,0.0,498.0,329.0
2359959,a plant growing in a planter with a basket and another planter with a flower,7,5,2,0,3,"['a spike growing in a planter with a basket and another planter with a flower', 'a house growing in a planter with a basket and another planter with a flower', 'a plant growing in a generator with a basket and another planter with a flower', 'a plant growing in a planter with a spike and another planter with a flower', 'a plant growing in a drawer with a basket and another planter with a flower']",30.0,17.0,251.0,482.0
2359967,"a horse with a leg, and a cow with a head",7,4,3,0,1,"['a mule with a leg, and a cow with a head', 'a horse with a leg, and a beef with a head', 'a horse with a arm, and a cow with a head', 'a ass with a leg, and a cow with a head', 'a horse with a leg, and a cow with a face']",34.0,57.0,465.0,315.0
2359968,a bus on the sidewalk next to a sign and a building,7,4,3,0,1,"['a bus under the sidewalk next to a sign and a building', 'a bus on the mall next to a sign and a building', 'a bus on the sidewalk next to a sign and a road', 'a bus inside the sidewalk next to a sign and a building', 'a bus on the sidewalk next to a case and a building']",277.0,1.0,219.0,373.0
2359974,an elephant with another person riding it and wearing a costume,7,5,2,0,3,"['an elephant with another person riding it and wearing a hood', 'an ape with another person riding it and wearing a costume', 'an elephant with another person riding it and wearing a hat', 'an elephant with another person walk it and wearing a costume', 'an elephant with another creature riding it and wearing a costume']",3.0,48.0,348.0,267.0
2359989,"a girl with a nail, bird, and book",7,4,3,0,1,"['a girl with a nail, bird, and impression', 'a guy with a nail, bird, and book', 'a girl with a nail, mammal, and book', 'a girl with a claw, bird, and book', 'a girl with a nail, mammalian, and book']",57.0,24.0,316.0,474.0
2359991,a table with petals and pedals,7,4,3,0,1,"{'a table with petals and tonics', 'a column with petals and pedals', 'a table with petals and tones', 'a table with needle and pedals', 'a garland with petals and pedals'}",0.0,243.0,332.0,252.0
2359996,three hands on a bus,7,4,3,0,1,"['three hands on a shuttle', 'three hands below a bus', 'three toes on a bus', 'three hands on a semi', 'three fins on a bus']",104.0,61.0,361.0,268.0
2359996,a person sitting on a bench in front of a building with a lamp on the building,7,4,3,0,1,"['a persinside sitting on a bench in front of a building with a lamp on the building', 'a person sitting on a bench in front of a wall with a lamp on the building', 'a person sitting on a desk in front of a building with a lamp on the building', 'a persunder sitting on a bench in front of a building with a lamp on the building', 'a person sitting on a bench in front of a bar with a lamp on the building']",0.0,2.0,356.0,310.0
2360005,a train on a track with a tree beside it and a window on the train,7,4,3,0,1,"['a train on a track with a tree beside it and a foot on the train', 'a shuttle on a track with a tree beside it and a window on the train', 'a train on a track with a dock beside it and a window on the train', 'a sedan on a track with a tree beside it and a window on the train', 'a train on a track with a tree beside it and a frame on the train']",2.0,91.0,345.0,182.0
2360008,a bus with a window and two people talking on the side,7,4,3,0,1,"['a shuttle with a window and two people talking on the side', 'a bus with a window and two people talking across the side', 'a bus with a grille and two people talking on the side', 'a bus with a window and two man talking on the side', 'a bus with a walker and two people talking on the side']",41.0,104.0,398.0,252.0
2360026,"a boy with a head, arm, and shorts surfing on a surfboard",7,5,2,0,3,"['a girl with a head, arm, and shorts surfing on a surfboard', 'a boy with a head, leg, and shorts surfing on a surfboard', 'a boy with a head, thigh, and shorts surfing on a surfboard', 'a boy with a foot, arm, and shorts surfing on a surfboard', 'a boy with a head, arm, and vest surfing on a surfboard']",155.0,11.0,245.0,213.0
2360033,"a paper plate with a pizza on it, and a carnival in the background",7,5,2,0,3,"{'a paper third with a pizza on it, and a carnival in the background', 'a paper plate with a pizza below it, and a carnival in the background', 'a paper plate with a picnic on it, and a carnival in the background', 'a paper plate with a salad on it, and a carnival in the background', 'a paper plate with a pizza under it, and a carnival in the background'}",0.0,10.0,372.0,319.0
2360039,a vase with a rock and another rock in it; there is water in the vase,7,4,3,0,1,"['a vase with a piece and another rock in it; there is water in the vase', 'a vase with a rock and another rock under it; there is water in the vase', 'a font with a rock and another rock in it; there is water in the vase', 'a jug with a rock and another rock in it; there is water in the vase', 'a vase with a rock and another rock in it; there is air in the vase']",14.0,0.0,261.0,487.0
2360048,a bird in a bird cage with a wing and a feather,7,4,3,0,1,"['a mammalian in a bird cage with a wing and a feather', 'a mammal in a bird cage with a wing and a feather', 'a bird in a bird cage with a horn and a feather', 'a bird in a bird cage with a wing and a horn', 'a bird above a bird cage with a wing and a feather']",3.0,32.0,493.0,342.0
2360060,a boy with a head wearing cloths on a sidewalk,7,4,3,0,1,"['a boy with a head wearing piece on a sidewalk', 'a boy with a chest wearing cloths on a sidewalk', 'a boy with a head wearing cloths on a boardwalk', 'a boy with a hood wearing cloths on a sidewalk', 'a man with a head wearing cloths on a sidewalk']",3.0,30.0,454.0,298.0
2360064,a table with a tablecloth and a spoon on top of it; a fork is on top of the tablecloth,7,4,3,0,1,"['a garland with a tablecloth and a spoon on top of it; a fork is on top of the tablecloth', 'a table with a tablecloth and a plate on top of it; a fork is on top of the tablecloth', 'a table with a napkin and a spoon on top of it; a fork is on top of the tablecloth', 'a table with a tablecloth and a fork on top of it; a fork is on top of the tablecloth', 'a table with a tablecloth and a spoon on top of it; a glass is on top of the tablecloth']",0.0,38.0,499.0,336.0
2360068,a vase with stems and flower tips on a table,7,4,3,0,1,"['a vase with singular and flower tips on a table', 'a aquarium with stems and flower tips on a table', 'a vase with stems and flower tips on a center', 'a vase with blend and flower tips on a table', 'a kettle with stems and flower tips on a table']",83.0,87.0,243.0,409.0
2360073,"a metal pan with food on it, including a pizza with cheese",7,4,3,0,1,"['a metal pan with food across it, including a pizza with cheese', 'a metal pan with food on it, including a pizza with potato', 'a metal pan with food below it, including a pizza with cheese', 'a metal pan with food on it, including a stew with cheese', 'a metal pan with food on it, including a pizza with fish']",0.0,0.0,491.0,332.0
2360078,"a dresser with a drawer, luggage, and a tv on it",7,4,3,0,1,"['a closet with a drawer, luggage, and a tv on it', 'a dresser with a drawer, luggage, and a tv under it', 'a dresser with a drawer, luggage, and a tv across it', 'a dresser with a drawer, purse, and a tv on it', 'a table with a drawer, luggage, and a tv on it']",215.0,64.0,233.0,311.0
2360080,a child with a face and a hand; the face has a nose,7,4,3,0,1,"['a child with a head and a hand; the face has a nose', 'a man with a face and a hand; the face has a nose', 'a child with a face and a digit; the face has a nose', 'a girl with a face and a hand; the face has a nose', 'a child with a face and a limb; the face has a nose']",93.0,32.0,405.0,297.0
